Num,Cardno,Pentad,QDGC,NoSurveys,Start_Date,End_Date,ObserverNo,Total_Spp,Intensive_hours,Total_hours,Spp_On_Card,centre_longitude,centre_latitude,GDD0,GDD5,MTCO,MTWA,AET_div_PET,Wet_Intensity,Dry_Intensity,SV,G,AZ,NK,LWP_HA,VegTypePC,QDS_PC,log.intensive,year,year.F,log.total.hours,day.std
3312,2850_2600_000684_20080712,2850_2600,2826CC,32,2008/07/12,2008/07/12,684,32,2,2,1,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,0.693147181,0.026429044
3313,2850_2600_001262_20121110,2850_2600,2826CC,32,2012/11/10,2012/11/10,1262,46,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2012,4,0.693147181,1.12501251
3314,2850_2600_002171_20100822,2850_2600,2826CC,32,2010/08/22,2010/08/22,2171,56,4,4,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,1.386294361,2010,2,1.386294361,0.398830218
3315,2850_2600_010800_20100704,2850_2600,2826CC,32,2010/07/04,2010/07/04,10800,44,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2010,2,0.693147181,-0.048051191
3316,2850_2600_010800_20100828,2850_2600,2826CC,32,2010/08/28,2010/08/28,10800,41,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2010,2,0.693147181,0.454690395
3317,2850_2600_010800_20101208,2850_2600,2826CC,32,2010/12/08,2010/12/08,10800,41,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2010,2,0.693147181,1.385693332
3318,2850_2600_011913_20111126,2850_2600,2826CC,32,2011/11/26,2011/11/26,11913,63,3,3,1,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,1.098612289,2011,3,1.098612289,1.27397298
3319,2855_2600_000662_20080903,2855_2600,2826CC,15,2008/09/03,2008/09/03,662,33,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,0.693147181,0.501240542
3320,2855_2600_000662_20080910,2855_2600,2826CC,15,2008/09/10,2008/09/10,662,17,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,0.693147181,0.566410747
3321,2855_2600_000662_20080917,2855_2600,2826CC,15,2008/09/17,2008/09/17,662,44,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,0.693147181,0.631580953
3322,2855_2600_000662_20081001,2855_2600,2826CC,15,2008/10/01,2008/10/01,662,34,2,12,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,2.48490665,0.761921364
3323,2855_2600_000662_20081008,2855_2600,2826CC,15,2008/10/08,2008/10/08,662,41,2,12,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,2.48490665,0.82709157
3324,2855_2600_000662_20081015,2855_2600,2826CC,15,2008/10/15,2008/10/15,662,49,2,2,1,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,0.693147181,0.892261775
3325,2855_2600_000662_20081022,2855_2600,2826CC,15,2008/10/22,2008/10/22,662,32,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,0.693147181,0.957431981
3327,2855_2600_000662_20081029,2855_2600,2826CC,15,2008/10/29,2008/10/29,662,34,3,3,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,1.098612289,2008,0,1.098612289,1.022602186
3328,2855_2600_000662_20081105,2855_2600,2826CC,15,2008/11/05,2008/11/05,662,42,3,3,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,1.098612289,2008,0,1.098612289,1.078462363
3329,2855_2600_000662_20081126,2855_2600,2826CC,15,2008/11/26,2008/11/26,662,50,3,3,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,1.098612289,2008,0,1.098612289,1.27397298
3330,2855_2600_000662_20081203,2855_2600,2826CC,15,2008/12/03,2008/12/03,662,51,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,0.693147181,1.339143185
3331,2855_2600_000662_20081210,2855_2600,2826CC,15,2008/12/10,2008/12/10,662,52,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,0.693147181,1.404313391
3332,2855_2600_000662_20081216,2855_2600,2826CC,15,2008/12/16,2008/12/16,662,65,3,3,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,1.098612289,2008,0,1.098612289,1.460173567
3333,2855_2600_002068_20090119,2855_2600,2826CC,15,2009/01/19,2009/01/19,2068,40,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2009,1,0.693147181,-1.584206038
3334,2800_2605_000024_20100824,2800_2605,2826AA,1,2010/08/24,2010/08/24,24,60,2,2,1,26.125,-28.125,6021.8,4196.8,7.1,23,0.397,5.7,-58.4,1,0,0,0,3.14,0,0,0.693147181,2010,2,0.693147181,0.417450277
3335,2805_2605_000641_20090912,2805_2605,2826AA,1,2009/09/12,2009/09/12,641,31,2,2,0,26.125,-28.125,6021.8,4196.8,7.1,23,0.397,5.7,-58.4,1,0,0,0,3.14,0,0,0.693147181,2009,1,0.693147181,0.585030806
3336,2810_2605_000641_20090912,2810_2605,2826AA,1,2009/09/12,2009/09/12,641,53,2,2,1,26.125,-28.125,6021.8,4196.8,7.1,23,0.397,5.7,-58.4,1,0,0,0,3.14,0,0,0.693147181,2009,1,0.693147181,0.585030806
3337,2815_2605_000102_20120511,2815_2605,2826AC,6,2012/05/11,2012/05/11,102,55,2,2,0,26.125,-28.375,5881.6,4056.6,5.5,22.9,0.409,8.4,-57,0,1,0,0,61227.1,9.18,90.05,0.693147181,2012,4,0.693147181,-0.541482748
3338,2815_2605_000102_20120619,2815_2605,2826AC,6,2012/06/19,2012/06/20,102,52,3,3,0,26.125,-28.375,5881.6,4056.6,5.5,22.9,0.409,8.4,-57,0,1,0,0,61227.1,9.18,90.05,1.098612289,2012,4,1.098612289,-0.187701632
3339,2815_2605_000259_20110122,2815_2605,2826AC,6,2011/01/22,2011/01/22,259,97,3,3,0,26.125,-28.375,5881.6,4056.6,5.5,22.9,0.409,8.4,-57,0,1,0,0,61227.1,9.18,90.05,1.098612289,2011,3,1.098612289,-1.55627595
3340,2815_2605_000641_20090111,2815_2605,2826AC,6,2009/01/10,2009/01/10,641,88,2,2,0,26.125,-28.375,5881.6,4056.6,5.5,22.9,0.409,8.4,-57,0,1,0,0,61227.1,9.18,90.05,0.693147181,2009,1,0.693147181,-1.667996302
3341,2815_2605_011423_20120128,2815_2605,2826AC,6,2012/01/28,2012/01/28,11423,31,2,2,0,26.125,-28.375,5881.6,4056.6,5.5,22.9,0.409,8.4,-57,0,1,0,0,61227.1,9.18,90.05,0.693147181,2012,4,0.693147181,-1.500415774
3342,2815_2605_011423_20130202,2815_2605,2826AC,6,2013/02/02,2013/02/02,11423,45,2,2,0,26.125,-28.375,5881.6,4056.6,5.5,22.9,0.409,8.4,-57,0,1,0,0,61227.1,9.18,90.05,0.693147181,2013,5,0.693147181,-1.463175656
3343,2820_2605_000641_20090111,2820_2605,2826AC,1,2009/01/10,2009/01/10,641,71,2,2,0,26.125,-28.375,5881.6,4056.6,5.5,22.9,0.409,8.4,-57,0,1,0,0,61227.1,9.18,90.05,0.693147181,2009,1,0.693147181,-1.667996302
3344,2830_2605_010666_20080901,2830_2605,2826CA,4,2008/09/01,2008/09/03,10666,57,4,4,1,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,1.386294361,2008,0,1.386294361,0.482620483
3345,2830_2605_010666_20080926,2830_2605,2826CA,4,2008/09/26,2008/09/30,10666,62,5,5,1,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,1.609437912,2008,0,1.609437912,0.715371217
3346,2830_2605_010666_20081020,2830_2605,2826CA,4,2008/10/20,2008/10/21,10666,53,3,3,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,1.098612289,2008,0,1.098612289,0.938811922
3347,2830_2605_010666_20081109,2830_2605,2826CA,4,2008/11/09,2008/11/10,10666,62,4,4,1,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,1.386294361,2008,0,1.386294361,1.11570248
3348,2835_2605_000024_20100222,2835_2605,2826CA,11,2010/02/22,2010/02/22,24,79,4,4,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,1.386294361,2010,2,1.386294361,-1.276975069
3349,2835_2605_000024_20100813,2835_2605,2826CA,11,2010/08/13,2010/08/13,24,55,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2010,2,0.693147181,0.315039954
3350,2835_2605_000024_20110209,2835_2605,2826CA,11,2011/02/09,2011/02/09,24,73,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2011,3,0.693147181,-1.398005451
3351,2835_2605_000024_20110728,2835_2605,2826CA,11,2011/07/28,2011/07/28,24,57,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2011,3,0.693147181,0.175389513
3352,2835_2605_000024_20120214,2835_2605,2826CA,11,2012/02/14,2012/02/14,24,79,3,3,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,1.098612289,2012,4,1.098612289,-1.351455304
3353,2835_2605_000024_20120817,2835_2605,2826CA,11,2012/08/17,2012/08/17,24,63,3,3,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,1.098612289,2012,4,1.098612289,0.352280072
3354,2835_2605_000024_20130807,2835_2605,2826CA,11,2013/08/07,2013/08/07,24,41,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2013,5,0.693147181,0.259179778
3355,2835_2605_000024_20140123,2835_2605,2826CA,11,2014/01/23,2014/01/23,24,51,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2014,6,0.693147181,-1.546965921
3356,2835_2605_000641_20090925,2835_2605,2826CA,11,2009/09/25,2009/09/25,641,50,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2009,1,0.693147181,0.706061188
3357,2835_2605_001262_20110306,2835_2605,2826CA,11,2011/03/06,2011/03/06,1262,50,3,3,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,1.098612289,2011,3,1.098612289,-1.146634658
3358,2835_2605_001262_20120722,2835_2605,2826CA,11,2012/07/22,2012/07/22,1262,33,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2012,4,0.693147181,0.119529337
3360,2840_2605_001262_20091213,2840_2605,2826CA,26,2009/12/13,2009/12/13,1262,61,3,3,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,1.098612289,2009,1,1.098612289,1.432243479
3361,2840_2605_001262_20100221,2840_2605,2826CA,26,2010/02/21,2010/02/21,1262,49,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2010,2,0.693147181,-1.286285098
3362,2840_2605_001262_20100403,2840_2605,2826CA,26,2010/04/03,2010/04/03,1262,46,2,2,1,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2010,2,0.693147181,-0.895263864
3363,2840_2605_001262_20100502,2840_2605,2826CA,26,2010/05/02,2010/05/02,1262,49,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2010,2,0.693147181,-0.625273013
3364,2840_2605_001262_20100606,2840_2605,2826CA,26,2010/06/06,2010/06/06,1262,46,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2010,2,0.693147181,-0.308732014
3365,2840_2605_001262_20100815,2840_2605,2826CA,26,2010/08/15,2010/08/15,1262,51,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2010,2,0.693147181,0.333660013
3366,2840_2605_001262_20101128,2840_2605,2826CA,26,2010/11/28,2010/11/28,1262,56,2,2,1,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2010,2,0.693147181,1.292593038
3367,2840_2605_001262_20110108,2840_2605,2826CA,26,2011/01/08,2011/01/08,1262,56,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2011,3,0.693147181,-1.686616361
3368,2840_2605_001262_20110220,2840_2605,2826CA,26,2011/02/20,2011/02/20,1262,66,3,3,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,1.098612289,2011,3,1.098612289,-1.295595127
3369,2840_2605_001262_20110320,2840_2605,2826CA,26,2011/03/20,2011/03/20,1262,59,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2011,3,0.693147181,-1.016294246
3370,2840_2605_001262_20110508,2840_2605,2826CA,26,2011/05/08,2011/05/08,1262,59,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2011,3,0.693147181,-0.569412836
3377,2840_2605_001262_20111106,2840_2605,2826CA,26,2011/11/06,2011/11/06,1262,57,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2011,3,0.693147181,1.087772392
3378,2840_2605_001262_20111113,2840_2605,2826CA,26,2011/11/13,2011/11/13,1262,56,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2011,3,0.693147181,1.152942598
3379,2840_2605_001262_20111120,2840_2605,2826CA,26,2011/11/20,2011/11/20,1262,62,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2011,3,0.693147181,1.218112803
3380,2840_2605_001262_20111211,2840_2605,2826CA,26,2011/12/11,2011/12/11,1262,56,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2011,3,0.693147181,1.41362342
3381,2840_2605_001262_20120401,2840_2605,2826CA,26,2012/04/01,2012/04/01,1262,52,2,2,1,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2012,4,0.693147181,-0.913883923
3382,2840_2605_001262_20120506,2840_2605,2826CA,26,2012/05/06,2012/05/06,1262,48,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2012,4,0.693147181,-0.588032895
3383,2840_2605_001262_20120916,2840_2605,2826CA,26,2012/09/16,2012/09/16,1262,36,2,2,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,0.693147181,2012,4,0.693147181,0.622270923
3384,2840_2605_001799_20090404,2840_2605,2826CA,26,2009/04/04,2009/04/04,1799,34,3,3,0,26.125,-28.625,5966.6,4141.6,6.5,23.2,0.393,6.4,-59.3,0,1,0,0,59725.43,8.95,88.05,1.098612289,2009,1,1.098612289,-0.885953835
3385,2845_2605_000024_20110819,2845_2605,2826CC,104,2011/08/19,2011/08/19,24,62,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2011,3,0.693147181,0.37090013
3386,2845_2605_000024_20110930,2845_2605,2826CC,104,2011/09/30,2011/09/30,24,65,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2011,3,0.693147181,0.752611335
3387,2845_2605_000024_20120214,2845_2605,2826CC,104,2012/02/14,2012/02/14,24,45,2,2,1,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2012,4,0.693147181,-1.351455304
3388,2845_2605_000024_20120728,2845_2605,2826CC,104,2012/07/28,2012/07/28,24,65,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2012,4,0.693147181,0.175389513
3389,2845_2605_000024_20130807,2845_2605,2826CC,104,2013/08/07,2013/08/07,24,48,2,2,1,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2013,5,0.693147181,0.259179778
3390,2845_2605_000024_20140221,2845_2605,2826CC,104,2014/02/21,2014/02/21,24,48,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2014,6,0.693147181,-1.286285098
3391,2845_2605_000039_20100311,2845_2605,2826CC,104,2010/03/11,2010/03/11,39,55,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2010,2,0.693147181,-1.100084511
3392,2845_2605_000102_20080329,2845_2605,2826CC,104,2008/03/29,2008/03/29,102,70,6,6,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,1.791759469,2008,0,1.791759469,-0.932503982
3393,2845_2605_000102_20080427,2845_2605,2826CC,104,2008/04/27,2008/04/27,102,48,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,0.693147181,-0.671823159
3394,2845_2605_000102_20080915,2845_2605,2826CC,104,2008/09/15,2008/09/18,102,27,2,3,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,1.098612289,0.612960894
3395,2845_2605_000102_20080922,2845_2605,2826CC,104,2008/09/22,2008/09/22,102,30,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,0.693147181,0.6781311
3396,2845_2605_000102_20081226,2845_2605,2826CC,104,2008/12/26,2008/12/26,102,46,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,0.693147181,1.553273861
3397,2845_2605_000102_20090427,2845_2605,2826CC,104,2009/04/27,2009/04/27,102,50,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2009,1,0.693147181,-0.671823159
3398,2845_2605_000102_20090716,2845_2605,2826CC,104,2009/07/16,2009/07/16,102,45,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2009,1,0.693147181,0.063669161
3399,2845_2605_000102_20090925,2845_2605,2826CC,104,2009/09/25,2009/09/25,102,46,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2009,1,0.693147181,0.706061188
3400,2845_2605_000102_20091127,2845_2605,2826CC,104,2009/11/27,2009/11/27,102,40,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2009,1,0.693147181,1.283283009
3401,2845_2605_000102_20091221,2845_2605,2826CC,104,2009/12/21,2009/12/21,102,50,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2009,1,0.693147181,1.506723714
3402,2845_2605_000102_20100409,2845_2605,2826CC,104,2010/04/09,2010/04/09,102,63,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2010,2,0.693147181,-0.839403688
3403,2845_2605_000102_20100531,2845_2605,2826CC,104,2010/05/31,2010/06/04,102,32,3,3,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,1.098612289,2010,2,1.098612289,-0.36459219
3404,2845_2605_000102_20100623,2845_2605,2826CC,104,2010/06/23,2010/06/23,102,52,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2010,2,0.693147181,-0.150461515
3405,2845_2605_000102_20101223,2845_2605,2826CC,104,2010/12/23,2010/12/23,102,75,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2010,2,0.693147181,1.525343773
3406,2845_2605_000102_20110208,2845_2605,2826CC,104,2011/02/08,2011/02/08,102,40,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2011,3,0.693147181,-1.40731548
3407,2845_2605_000102_20110305,2845_2605,2826CC,104,2011/03/05,2011/03/05,102,69,3,3,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,1.098612289,2011,3,1.098612289,-1.155944687
3408,2845_2605_000102_20110523,2845_2605,2826CC,104,2011/05/23,2011/05/23,102,60,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2011,3,0.693147181,-0.429762396
3409,2845_2605_000102_20110620,2845_2605,2826CC,104,2011/06/20,2011/06/22,102,40,3,3,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,1.098612289,2011,3,1.098612289,-0.178391603
3410,2845_2605_000102_20111222,2845_2605,2826CC,104,2011/12/22,2011/12/22,102,65,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2011,3,0.693147181,1.516033743
3411,2845_2605_000102_20120712,2845_2605,2826CC,104,2012/07/12,2012/07/12,102,55,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2012,4,0.693147181,0.026429044
3412,2845_2605_000102_20120830,2845_2605,2826CC,104,2012/08/30,2012/08/30,102,35,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2012,4,0.693147181,0.473310453
3413,2845_2605_000102_20120905,2845_2605,2826CC,104,2012/09/05,2012/09/06,102,63,5,5,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,1.609437912,2012,4,1.609437912,0.5198606
3414,2845_2605_000102_20130911,2845_2605,2826CC,104,2013/09/11,2013/09/11,102,40,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2013,5,0.693147181,0.575720777
3415,2845_2605_000102_20131219,2845_2605,2826CC,104,2013/12/19,2013/12/19,102,50,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2013,5,0.693147181,1.488103655
3416,2845_2605_000527_20130103,2845_2605,2826CC,104,2013/01/03,2013/01/05,527,90,4,4,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,1.386294361,2013,5,1.386294361,-1.733166508
3417,2845_2605_000641_20081129,2845_2605,2826CC,104,2008/11/29,2008/11/29,641,62,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2008,0,0.693147181,1.301903068
3418,2845_2605_000641_20090927,2845_2605,2826CC,104,2009/09/27,2009/09/27,641,80,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2009,1,0.693147181,0.724681246
3419,2845_2605_000641_20091031,2845_2605,2826CC,104,2009/10/31,2009/10/31,641,75,2,2,0,26.125,-28.875,6043.8,4218.8,7.7,23.4,0.387,5.3,-59.2,0,1,0,0,9491.3,0.42,14.03,0.693147181,2009,1,0.693147181,1.031912216
